
0;0;2;655;0,027;22,639;0,078;21,951
0;1;2;1310;0,023;21,97;0,053;21,339
0;2;2;1965;0,024;21,973;0,065;21,335
0;3;2;2620;0,022;22,05;0,065;21,389
0;4;2;3275;0,023;21,763;0,056;21,123
0;5;2;3930;0,022;21,936;0,062;21,292
0;6;2;4585;0,022;21,781;0,06;21,144
0;7;2;5240;0,021;21,897;0,063;21,24
0;8;2;5895;0,022;21,707;0,074;21,045
0;9;2;6550;0,021;21,889;0,054;21,248
0;10;2;7205;0,022;21,673;0,051;21,054
0;11;2;7860;0,02;21,488;0,076;20,848
0;12;2;8515;0,02;21,662;0,057;21,034
0;13;2;9170;0,02;21,906;0,066;21,258
0;14;2;9825;0,021;21,774;0,068;21,114
0;15;2;10480;0,022;21,462;0,063;20,818
0;16;2;11135;0,02;22,179;0,069;21,517
0;17;2;11790;0,022;21,605;0,062;20,983
0;18;2;12445;0,02;21,942;0,051;21,3
0;19;2;13100;0,02;22,064;0,067;21,411
0;20;2;13755;0,021;21,966;0,073;21,301
0;21;2;14410;0,021;21,813;0,06;21,178
0;22;2;15065;0,022;21,972;0,073;21,328
0;23;2;15720;0,021;22,075;0,068;21,401
0;24;2;16375;0,022;21,919;0,067;21,28
0;25;2;17030;0,021;23,766;0,082;23,08
0;26;2;17685;0,022;23,355;0,077;22,658
0;27;2;18340;0,023;22,641;0,063;21,955
0;28;2;18995;0,022;22,437;0,065;21,728
0;29;2;19650;0,021;22,5;0,069;21,82
0;30;2;20305;0,023;22,135;0,066;21,47
0;31;2;20960;0,021;22,455;0,075;21,771
0;32;2;21615;0,023;22,495;0,057;21,768
0;33;2;22270;0,024;21,711;0,058;21,088
0;34;2;22925;0,022;22,058;0,061;21,418
0;35;2;23580;0,023;23,088;0,067;22,37
0;36;2;24235;0,024;23,368;0,066;22,657
0;37;2;24890;0,023;23,788;0,074;23,068
0;38;2;25545;0,024;24,731;0,066;24,002
0;39;2;26200;0,024;24,748;0,08;23,988
0;40;2;26855;0,023;23,72;0,065;23,023
0;41;2;27510;0,021;23,22;0,058;22,525
0;42;2;28165;0,03;23,223;0,068;22,549
0;43;2;28820;0,023;26,053;0,078;25,281
0;44;2;29475;0,023;25,905;0,073;25,163
0;45;2;30130;0,029;24,346;0,061;23,633
0;46;2;30785;0,022;23,837;0,059;23,084
0;47;2;31440;0,02;24,798;0,081;24,045
0;48;2;32095;0,022;22,941;0,064;22,269
0;49;2;32750;0,021;25,41;0,075;24,637
0;50;2;33405;0,026;25,101;0,083;24,332
0;51;2;34060;0,026;25,777;0,067;24,992
0;52;2;34715;0,024;24,573;0,074;23,819
0;53;2;35370;0,022;25,003;0,066;24,26
0;54;2;36025;0,022;24,419;0,058;23,737
0;55;2;36680;0,021;24,427;0,075;23,655
0;56;2;37335;0,021;24,203;0,068;23,484
0;57;2;37990;0,02;22,258;0,066;21,577
0;58;2;38645;0,02;22,003;0,067;21,354
