K	Dades	Ins Salts	Ins Temps	Cer Temps	Cer Temps T	Cer Temps !T	Salts REALS	Salts MITJANA
651	2	6272535	0.05	9.499	0.07	8.796	689	779.00
652	2	6273260	0.047	8.351	0.072	7.579	725	760.33
653	2	6274129	0.039	27.305	0.076	26.577	869	1028.67
654	2	6275496	0.047	5.508	0.072	4.76	1367	1281.67
655	2	6277015	0.051	7.003	0.079	6.217	1519	1472.67
656	2	6277652	0.033	8.389	0.08	7.638	637	624.33
657	2	6278604	0.042	10.359	0.083	9.642	952	1044.00
658	2	6279379	0.046	14.511	0.062	13.703	775	879.67
659	2	6361428	0.892	28.235	0.219	27.331	82049	82264.33
660	2	6361979	0.036	1.88	0.077	1.103	551	624.67
661	2	6365286	0.078	27.474	0.098	26.702	3307	3261.67
662	2	6366185	0.04	15.2	0.076	14.397	899	755.67
663	2	6367079	0.072	11.177	0.081	10.344	894	840.00
664	2	6371236	0.1	8.431	0.085	7.614	4157	4099.67
665	2	6372236	0.043	6.688	0.075	5.95	1000	1099.00
666	2	6372868	0.038	6.335	0.078	5.502	632	622.67
667	2	6374466	0.063	29.168	0.075	28.37	1598	1479.00
668	2	6374914	0.034	7.901	0.084	7.155	448	641.00
669	2	6380632	0.101	10.234	0.076	9.477	5718	5775.33
670	2	6381353	0.039	3.845	0.07	3.111	721	785.00
671	2	6381952	0.047	27.6	0.069	26.786	599	717.33
672	2	6382583	0.036	3.415	0.073	2.713	631	668.00
673	2	6385852	0.068	26.39	0.082	25.669	3269	3217.00
674	2	6387076	0.055	14.969	0.072	14.199	1224	1269.00
675	2	6387748	0.037	1.936	0.075	1.173	672	685.67
676	2	6388520	0.044	8.263	0.068	7.484	772	818.00
677	2	6389529	0.048	26.151	0.069	25.446	1009	1040.67
678	2	6390130	0.049	5.327	0.071	4.642	601	580.00
679	2	6399196	0.123	23.904	0.075	23.241	9066	9000.67
680	2	6399769	0.035	2.873	0.081	2.053	573	571.67
681	2	6400620	0.047	10.502	0.086	9.721	851	1038.00
682	2	6401394	0.043	14.929	0.087	14.129	774	844.67
683	2	6402256	0.039	27.318	0.079	26.556	862	697.00
684	2	6409631	0.115	3.223	0.071	2.544	7375	7325.33
685	2	6412892	0.067	7.176	0.09	6.367	3261	3239.33
686	2	6413634	0.04	15.667	0.087	14.83	742	692.33
687	2	6414298	0.038	10.145	0.081	9.396	664	715.33
688	2	6415090	0.039	7.551	0.071	6.858	792	868.67
689	2	6420805	0.105	25.893	0.093	25.204	5715	5766.67
690	2	6421487	0.03	2.085	0.067	1.437	682	641.67
691	2	6422926	0.045	25.593	0.063	24.905	1439	1490.67
692	2	6423451	0.036	7.739	0.066	7.024	525	773.33
693	2	6424443	0.054	9.418	0.08	8.715	992	989.00
694	2	6428614	0.079	13.438	0.073	12.731	4171	4109.67
695	2	6429326	0.035	6.236	0.061	5.544	712	728.67
696	2	6429826	0.03	3.608	0.066	2.897	500	543.67
697	2	6433110	0.094	27.111	0.071	26.366	3284	3234.00
698	2	6433826	0.038	14.567	0.076	13.808	716	715.33
699	2	6436536	0.064	9.866	0.07	9.139	2710	2651.67
700	2	6437315	0.038	2.042	0.091	1.106	779	773.67
701	2	6438206	0.047	27.195	0.074	26.477	891	985.33
702	2	6439075	0.045	6.547	0.088	5.669	869	708.00
703	2	6440544	0.057	28.628	0.081	27.855	1469	1500.67
704	2	6441750	0.046	7.445	0.065	6.736	1206	1217.00
705	2	6442677	0.04	2.892	0.07	2.253	927	1055.00
706	2	6443333	0.043	15.424	0.072	14.571	656	775.33
707	2	6443943	0.046	29.066	0.091	28.248	610	658.00
708	2	6444559	0.032	3.36	0.066	2.654	616	658.33
709	2	6543281	0.982	27.361	0.232	26.426	98722	98865.00
710	2	6543880	0.031	4.207	0.09	3.429	599	582.00
711	2	6544457	0.034	9.624	0.084	8.926	577	647.33
712	2	6545323	0.037	7.847	0.085	7.103	866	816.33
713	2	6546218	0.041	27.771	0.084	26.994	895	962.67
714	2	6547455	0.058	6.039	0.107	5.249	1237	1270.33
715	2	6548953	0.05	7.172	0.083	6.356	1498	1468.33
716	2	6549768	0.044	8.478	0.084	7.678	815	680.00
717	2	6550743	0.047	10.521	0.083	9.697	975	1051.67
718	2	6551553	0.047	14.456	0.07	13.693	810	977.33
719	2	6554253	0.073	28.655	0.088	27.904	2700	2655.00
720	2	6554836	0.04	2.027	0.077	1.234	583	555.00
721	2	6558127	0.078	29.583	0.086	28.76	3291	3232.67
722	2	6558740	0.035	14.59	0.085	13.857	613	641.33
723	2	6559348	0.044	10.096	0.076	9.372	608	656.33
724	2	6563530	0.089	8.656	0.098	7.801	4182	4113.67
725	2	6564483	0.048	2.609	0.079	1.792	953	950.00
726	2	6565214	0.047	5.77	0.083	5.027	731	684.00
727	2	6566639	0.043	26.123	0.071	25.47	1425	1442.33
728	2	6567309	0.041	8.625	0.082	7.844	670	581.67
729	2	6573025	0.119	10.943	0.083	10.139	5716	5767.33
730	2	6573890	0.044	4.313	0.078	3.519	865	887.33
731	2	6574795	0.048	26.872	0.078	26.14	905	755.00
732	2	6575485	0.042	3.728	0.08	3.013	690	649.00
733	2	6578810	0.119	27.038	0.079	26.231	3325	3244.00
734	2	6586186	0.119	14.543	0.09	13.764	7376	7325.67
735	2	6586948	0.043	3.371	0.081	2.57	762	754.33
736	2	6587809	0.061	8.147	0.071	7.395	861	905.33
737	2	6588702	0.052	26.145	0.087	25.436	893	970.00
738	2	6589226	0.038	5.222	0.073	4.565	524	576.33
739	2	6598292	0.11	27.66	0.083	26.923	9066	9001.33
740	2	6598906	0.04	2.994	0.095	2.159	614	558.67
741	2	6599912	0.05	10.119	0.076	9.398	1006	1057.67
742	2	6600701	0.045	15.804	0.092	14.984	789	836.67
743	2	6601382	0.037	29.145	0.077	28.252	681	678.00
744	2	6602776	0.06	4.174	0.083	3.303	1394	1316.67
745	2	6606115	0.088	7.973	0.091	7.088	3339	3271.33
746	2	6606556	0.034	16.513	0.085	15.682	441	595.67
747	2	6607201	0.039	9.448	0.076	8.732	645	742.67
748	2	6608105	0.045	8.332	0.083	7.503	904	851.33
749	2	6613818	0.092	28.822	0.084	27.976	5713	5772.67
750	2	6613972	0.055	1.874	0.105	0.899	154	157.67
751	2	6615520	0.061	27.942	0.075	27.191	1548	1482.67
752	2	6616206	0.04	7.909	0.067	7.159	686	606.33
753	2	6617174	0.043	10.637	0.065	9.806	968	993.33
754	2	6621354	0.109	18.839	0.121	17.82	4180	4107.00
755	2	6622056	0.056	7.636	0.081	6.743	702	690.00
756	2	6622571	0.055	4.595	0.102	3.645	515	537.00
757	2	6625873	0.104	34.95	0.115	33.992	3302	3241.00
758	2	6626379	0.039	17.663	0.106	16.743	506	603.67
759	2	6641993	0.233	11.923	0.132	10.994	15614	15621.67
760	2	6642956	0.051	3.285	0.081	2.35	963	847.33
761	2	6644066	0.056	31.376	0.083	30.441	1110	1032.33
762	2	6644769	0.041	5.924	0.074	5.155	703	658.33
763	2	6646288	0.052	29.693	0.102	28.902	1519	1470.00
764	2	6647522	0.064	8.234	0.08	7.328	1234	1259.67
765	2	6648403	0.041	3.331	0.078	2.554	881	999.00
766	2	6649335	0.048	15.44	0.096	14.604	932	898.00
767	2	6650239	0.039	25.649	0.07	24.932	904	749.67
768	2	6650827	0.045	3.334	0.071	2.659	588	566.67
769	2	6669832	0.205	25.243	0.099	24.484	19005	18953.67
770	2	6670431	0.046	3.701	0.049	3.038	599	613.67
771	2	6671171	0.033	8.862	0.067	8.207	740	725.00
772	2	6671993	0.052	7.308	0.063	6.574	822	823.67
773	2	6672977	0.039	23.921	0.065	23.246	984	1068.67
774	2	6674332	0.06	5.393	0.076	4.684	1355	1299.67
775	2	6675730	0.045	2.136	0.072	1.486	1398	1493.00
776	2	6676270	0.028	7.021	0.078	6.36	540	617.33
777	2	6677239	0.051	8.36	0.069	7.747	969	1064.33
778	2	6678100	0.035	12.164	0.05	11.498	861	845.33
779	2	6680801	0.073	26.409	0.074	25.653	2701	2638.67
780	2	6681435	0.043	1.686	0.064	1.029	634	650.00
781	2	6684716	0.076	24.844	0.073	24.138	3281	3230.00
782	2	6685310	0.027	13.213	0.06	12.544	594	635.33
783	2	6685999	0.039	10.242	0.078	9.484	689	695.00
784	2	6809530	1.21	7.929	0.3	6.994	123531	123649.67
785	2	6810399	0.042	6.21	0.078	5.532	869	1000.00
786	2	6811053	0.033	5.329	0.061	4.657	654	629.67
787	2	6812467	0.048	23.956	0.073	23.32	1414	1548.00
788	2	6813092	0.039	6.97	0.054	6.32	625	626.33
789	2	6818808	0.081	8.313	0.068	7.692	5716	5772.33
790	2	6819587	0.045	3.94	0.074	3.175	779	975.00
791	2	6820147	0.032	23.236	0.047	22.593	560	613.67
792	2	6820868	0.039	3.03	0.063	2.374	721	682.67
793	2	6824187	0.062	23.322	0.054	22.692	3319	3245.33
794	2	6825505	0.052	12.718	0.059	12.093	1318	1245.33
795	2	6826132	0.043	2.873	0.058	2.15	627	673.67
796	2	6826877	0.035	6.946	0.051	6.315	745	830.33
797	2	6827842	0.038	29.112	0.105	28.289	965	1035.00
798	2	6828538	0.039	6.096	0.072	5.318	696	623.00
799	2	6837604	0.137	27.158	0.073	26.398	9066	9003.67
800	2	6838156	0.031	1.53	0.064	0.857	552	554.00
801	2	6839116	0.041	9.2	0.062	8.511	960	998.33
802	2	6839838	0.045	12.762	0.072	12.113	722	853.33
803	2	6840559	0.044	23.39	0.05	22.722	721	698.00
804	2	6841839	0.051	3.008	0.066	2.366	1280	1249.67
805	2	6845087	0.099	5.769	0.062	5.137	3248	3214.33
806	2	6845872	0.046	12.585	0.056	11.849	785	699.67
807	2	6846597	0.042	8.614	0.065	7.974	725	731.67
808	2	6847315	0.047	6.756	0.072	6.143	718	751.67
809	2	6879554	0.308	23.852	0.108	23.178	32239	32290.67
810	2	6880320	0.04	1.969	0.058	1.27	766	646.67
811	2	6881755	0.045	24.875	0.076	24.199	1435	1467.67
812	2	6882449	0.034	7.014	0.061	6.348	694	600.33
813	2	6883551	0.04	8.821	0.064	8.179	1102	1167.00
814	2	6887722	0.082	12.192	0.067	11.556	4171	4102.67
815	2	6888340	0.041	5.648	0.069	4.977	618	708.67
816	2	6888898	0.029	3.033	0.062	2.414	558	619.67
817	2	6892149	0.062	24.01	0.063	23.343	3251	3224.33
818	2	6892711	0.039	13.022	0.063	12.358	562	602.67
819	2	6895352	0.067	8.799	0.062	8.167	2641	2619.33
820	2	6896272	0.036	2.299	0.061	1.649	920	897.33
821	2	6897517	0.05	24.77	0.067	24.092	1245	1146.33
822	2	6898520	0.058	5.15	0.064	4.522	1003	775.67
823	2	6899994	0.045	26.07	0.075	25.342	1474	1441.67
824	2	6901258	0.051	7.864	0.09	7.096	1264	1222.33
825	2	6902137	0.042	1.669	0.07	0.961	879	1011.33
826	2	6902843	0.04	13.573	0.072	12.891	706	813.67
827	2	6903352	0.032	23.99	0.07	23.332	509	673.67
828	2	6904005	0.039	2.992	0.071	2.351	653	584.33
829	2	6923010	0.188	24.036	0.098	23.353	19005	18953.67
830	2	6923654	0.038	3.411	0.06	2.76	644	707.33
831	2	6924357	0.032	8.53	0.069	7.904	703	710.67
832	2	6925196	0.044	6.787	0.063	6.166	839	867.00
833	2	6926179	0.038	24.621	0.073	23.924	983	1021.00
834	2	6933561	0.112	5.03	0.069	4.37	7382	7327.67
835	2	6934997	0.045	5.722	0.059	5.046	1436	1452.33
836	2	6935728	0.041	6.792	0.055	6.158	731	556.33
837	2	6936716	0.05	8.649	0.063	8.043	988	1004.67
838	2	6937528	0.066	12.252	0.061	11.648	812	843.33
839	2	6940212	0.067	24.528	0.07	23.857	2684	2626.67
840	2	6940919	0.041	1.587	0.062	0.948	707	562.67
841	2	6944249	0.066	23.588	0.081	22.933	3330	3235.00
842	2	6944789	0.038	12.241	0.053	11.648	540	614.00
843	2	6945557	0.043	8.89	0.068	8.229	768	715.00
844	2	6949808	0.07	6.677	0.057	6.051	4251	4176.67
845	2	6950699	0.06	5.623	0.067	4.981	891	1054.33
846	2	6951224	0.027	4.952	0.062	4.313	525	664.33
847	2	6952768	0.065	25.064	0.068	24.38	1544	1517.33
848	2	6953382	0.031	7.12	0.075	6.434	614	632.67
849	2	6959093	0.087	8.92	0.075	8.28	5711	5760.33
850	2	6959882	0.057	1.615	0.065	0.992	789	797.00
851	2	6960764	0.035	23.457	0.062	22.832	882	717.33
852	2	6961362	0.053	3.019	0.058	2.406	598	675.67
853	2	6964768	0.071	23.326	0.069	22.672	3406	3270.00
854	2	6965958	0.05	12.491	0.07	11.864	1190	1264.33
855	2	6966543	0.041	2.741	0.062	2.098	585	605.67
856	2	6967287	0.035	6.915	0.059	6.289	744	811.00
857	2	6968185	0.051	24.785	0.066	24.129	898	1067.00
858	2	6968750	0.04	4.911	0.059	4.286	565	666.33
859	2	7017516	0.434	23.435	0.134	22.739	48766	48931.33
860	2	7018114	0.052	2.245	0.072	1.652	598	586.33
861	2	7019251	0.038	8.501	0.066	7.882	1137	1103.00
862	2	7020143	0.06	12.862	0.063	12.226	892	805.33
863	2	7020885	0.044	24.763	0.075	24.09	742	747.67
864	2	7022228	0.071	3.433	0.07	2.711	1343	1327.67
865	2	7025471	0.065	5.926	0.075	5.248	3243	3259.00
866	2	7025982	0.029	12.428	0.058	11.809	511	676.33
867	2	7026741	0.054	8.528	0.069	7.914	759	749.00
868	2	7027944	0.037	6.663	0.062	6.048	1203	989.67
869	2	7033657	0.092	24.021	0.078	23.367	5713	5766.33
870	2	7034265	0.039	1.975	0.059	1.329	608	649.33
871	2	7035787	0.045	24.005	0.07	23.352	1522	1458.00
872	2	7036420	0.05	6.776	0.056	6.165	633	648.67
873	2	7037389	0.037	9.061	0.068	8.402	969	1093.67
874	2	7041577	0.078	13.307	0.073	12.619	4188	4110.67
875	2	7042254	0.052	1.393	0.064	0.744	677	640.67
876	2	7043054	0.033	3.158	0.064	2.506	800	710.67
877	2	7046514	0.067	23.835	0.081	23.178	3460	3288.33
878	2	7047291	0.041	12.522	0.052	11.909	777	623.67
879	2	7050039	0.081	8.526	0.068	7.909	2748	2644.00
880	2	7050730	0.035	2.373	0.079	1.702	691	808.00
881	2	7051745	0.062	24.172	0.072	23.503	1015	1001.00
882	2	7052305	0.053	5.015	0.064	4.351	560	564.00
883	2	7053829	0.046	24.328	0.05	23.69	1524	1486.00
884	2	7061214	0.121	6.975	0.079	6.318	7385	7328.67
885	2	7062221	0.039	2.824	0.069	2.157	1007	1041.00
886	2	7063047	0.071	12.672	0.068	12.025	826	833.00
887	2	7063795	0.058	24.334	0.064	23.691	748	828.00
888	2	7064587	0.035	3.298	0.058	2.643	792	680.33
889	2	7083592	0.206	24.264	0.098	23.578	19005	18953.67
890	2	7084202	0.049	3.434	0.075	2.777	610	630.67
891	2	7085003	0.032	8.847	0.068	8.213	801	893.00
892	2	7085687	0.054	6.73	0.056	6.121	684	753.00
893	2	7086657	0.037	23.941	0.063	23.311	970	1009.33
894	2	7087849	0.064	4.945	0.068	4.308	1192	1314.33
895	2	7089268	0.047	6.111	0.078	5.414	1419	1500.67
896	2	7089812	0.052	7.057	0.065	6.401	544	584.33
897	2	7091012	0.042	8.754	0.072	8.1	1200	1104.00
898	2	7091798	0.059	12.28	0.054	11.669	786	849.33
899	2	7094510	0.08	23.526	0.06	22.877	2712	2666.67
900	2	7094927	0.049	1.246	0.059	0.628	417	404.00
901	2	7098280	0.064	23.897	0.072	23.233	3353	3269.33
902	2	7098747	0.05	13.044	0.069	12.382	467	653.33
903	2	7099396	0.041	10.737	0.077	9.963	649	810.00
904	2	7103565	0.088	8.081	0.082	7.316	4169	4101.33
905	2	7104614	0.045	6.554	0.072	5.838	1049	1066.00
906	2	7105285	0.034	5.539	0.069	4.866	671	688.67
907	2	7106741	0.05	25.099	0.07	24.402	1456	1479.00
908	2	7107336	0.039	6.794	0.068	6.188	595	604.67
909	2	7272627	1.384	8.733	0.313	7.867	165291	165602.00
910	2	7273360	0.058	3.362	0.061	2.736	733	869.67
911	2	7274099	0.032	23.34	0.06	22.663	739	692.33
912	2	7274698	0.038	3.169	0.058	2.512	599	627.33
913	2	7277944	0.062	23.967	0.073	23.279	3246	3228.00
914	2	7279378	0.054	12.517	0.068	11.877	1434	1343.00
915	2	7280220	0.058	2.782	0.067	2.143	842	745.33
916	2	7281072	0.036	7.102	0.066	6.446	852	952.67
917	2	7282004	0.063	24.177	0.068	23.512	932	993.67
918	2	7282615	0.052	4.984	0.068	4.355	611	659.67
919	2	7291681	0.114	24.432	0.082	23.768	9066	8998.00
920	2	7292445	0.052	2.329	0.063	1.623	764	625.00
921	2	7293605	0.04	8.754	0.071	8.103	1160	1065.00
922	2	7294485	0.06	12.539	0.053	11.929	880	860.00
923	2	7295206	0.042	24.048	0.071	23.425	721	843.67
924	2	7296551	0.054	3.149	0.07	2.464	1345	1277.67
925	2	7299879	0.064	2.109	0.082	1.502	3328	3265.33
926	2	7300466	0.029	12.733	0.062	12.059	587	625.33
927	2	7301150	0.056	8.697	0.058	8.052	684	697.33
928	2	7302044	0.036	6.836	0.071	6.19	894	848.67
929	2	7307758	0.105	23.916	0.067	23.293	5714	5769.00
930	2	7308377	0.04	2.017	0.066	1.35	619	704.33
931	2	7309841	0.047	24.214	0.065	23.593	1464	1450.67
932	2	7310484	0.052	6.934	0.058	6.293	643	587.67
933	2	7311588	0.038	8.955	0.081	8.297	1104	1038.33
934	2	7335436	0.25	12.938	0.101	12.235	23848	23900.67
935	2	7336169	0.043	5.656	0.066	5.016	733	694.00
936	2	7336817	0.029	3.014	0.063	2.4	648	769.67
937	2	7340220	0.089	27.413	0.079	26.693	3403	3263.67
938	2	7340829	0.035	13.653	0.068	12.949	609	770.00
939	2	7343516	0.062	9.057	0.069	8.376	2687	2636.33
940	2	7344492	0.038	2.411	0.074	1.745	976	834.33
941	2	7345337	0.062	23.728	0.061	23.113	845	1055.67
942	2	7346183	0.042	4.87	0.054	4.234	846	696.33
943	2	7347648	0.044	23.484	0.066	22.848	1465	1521.33
944	2	7349095	0.066	6.886	0.067	6.227	1447	1305.67
945	2	7349976	0.037	2.709	0.07	2.066	881	1016.00
946	2	7350919	0.037	12.745	0.059	12.082	943	908.00
947	2	7351561	0.045	25.072	0.072	24.401	642	679.33
948	2	7352210	0.04	3.134	0.066	2.489	649	687.33
949	2	7371215	0.194	23.487	0.077	22.833	19005	18953.67
950	2	7371746	0.039	1.689	0.07	1.036	531	565.00
951	2	7372420	0.033	9.672	0.061	8.979	674	762.33
952	2	7373350	0.049	7.463	0.073	6.804	930	997.00
953	2	7374315	0.039	24.183	0.063	23.547	965	968.67
954	2	7375686	0.049	5.701	0.075	4.961	1371	1320.00
955	2	7377173	0.057	6.938	0.081	6.149	1487	1476.33
956	2	7377750	0.035	8.044	0.072	7.286	577	626.33
957	2	7378820	0.046	9.827	0.073	9.123	1070	1030.33
958	2	7379590	0.039	13.431	0.091	12.758	770	953.67
959	2	7395204	0.177	24.232	0.094	23.575	15614	15621.67
960	2	7395719	0.038	1.552	0.066	0.927	515	565.67
961	2	7399006	0.062	24.132	0.067	23.525	3287	3238.67
962	2	7399651	0.053	13.076	0.063	12.424	645	640.67
963	2	7400456	0.036	9.116	0.066	8.44	805	725.00
964	2	7404648	0.074	6.933	0.068	6.28	4192	4149.00
965	2	7405669	0.062	5.805	0.054	5.148	1021	1003.00
966	2	7406260	0.029	5.166	0.062	4.522	591	553.00
967	2	7407696	0.068	24.681	0.067	24.041	1436	1485.67
968	2	7408249	0.051	7.165	0.064	6.475	553	625.33
969	2	7413963	0.085	8.953	0.068	8.304	5714	5759.33
970	2	7414926	0.093	3.431	0.067	2.793	963	924.00
971	2	7415776	0.035	27.444	0.06	26.729	850	700.00
972	2	7416628	0.037	3.481	0.076	2.769	852	668.67
973	2	7419992	0.074	25.487	0.084	24.8	3364	3266.67
974	2	7421430	0.056	12.552	0.071	11.913	1438	1331.33
975	2	7421992	0.052	1.426	0.067	0.805	562	652.33
976	2	7422911	0.036	6.812	0.062	6.186	919	874.00
977	2	7423839	0.037	24.026	0.072	23.359	928	1043.67
978	2	7424558	0.053	4.941	0.067	4.325	719	669.67
979	2	7433624	0.111	24.272	0.078	23.666	9066	9000.00
980	2	7434228	0.039	2.348	0.061	1.71	604	606.00
981	2	7435312	0.039	8.974	0.069	8.334	1084	1054.67
982	2	7436030	0.057	12.528	0.064	11.902	718	875.33
983	2	7436731	0.055	24.106	0.057	23.453	701	637.00
984	2	7444106	0.126	3.142	0.076	2.494	7375	7325.33
985	2	7447416	0.064	5.795	0.061	5.123	3310	3255.33
986	2	7448198	0.031	12.979	0.067	12.295	782	655.33
987	2	7448911	0.056	8.752	0.064	8.123	713	703.00
988	2	7449650	0.033	6.763	0.063	6.13	739	879.00
989	2	7455364	0.106	24.361	0.081	23.681	5714	5774.33
990	2	7455883	0.052	2.072	0.06	1.334	519	537.67
991	2	7457438	0.048	24.878	0.057	24.222	1555	1515.00
992	2	7457968	0.038	6.821	0.061	6.193	530	654.33
993	2	7458861	0.036	8.662	0.067	8.027	893	1008.67
994	2	7463025	0.095	12.78	0.085	12.09	4164	4096.33
995	2	7463622	0.054	5.781	0.067	5.133	597	651.67
996	2	7464280	0.03	3.187	0.055	2.559	658	638.33
997	2	7467567	0.062	24.516	0.071	23.833	3287	3251.33
998	2	7468232	0.053	12.468	0.067	11.831	665	653.33
999	2	7470890	0.067	8.917	0.067	8.27	2658	2587.33
1000	2	7471264	0.028	1.297	0.072	0.625	374	374.67
1001	2	7472208	0.062	25.056	0.071	24.364	944	941.67
1002	2	7472931	0.032	5.75	0.071	5.038	723	647.33
1003	2	7474305	0.072	25.932	0.077	25.227	1374	1445.00
1004	2	7475642	0.054	8.273	0.078	7.466	1337	1282.33
1005	2	7476641	0.045	3.213	0.076	2.47	999	996.00
1006	2	7477478	0.042	14.219	0.069	13.527	837	942.67
1007	2	7478398	0.039	25.031	0.066	24.371	920	783.33
1008	2	7478881	0.037	3.06	0.069	2.425	483	582.33
1009	2	7577603	0.844	23.943	0.206	23.18	98722	98865.00
1010	2	7578141	0.038	3.476	0.064	2.87	538	614.33
1011	2	7578972	0.033	8.928	0.076	8.278	831	792.33
1012	2	7579806	0.059	7.313	0.067	6.63	834	873.67
1013	2	7580871	0.041	24.639	0.085	24.012	1065	1073.33
1014	2	7582120	0.065	5.158	0.067	4.508	1249	1242.67
1015	2	7583555	0.044	5.606	0.07	4.967	1435	1482.00
1016	2	7584150	0.051	6.655	0.064	6.045	595	590.33
1017	2	7585220	0.039	8.871	0.059	8.221	1070	1054.67
1018	2	7586076	0.058	12.758	0.074	12.098	856	839.00
1019	2	7588706	0.067	24.109	0.056	23.509	2630	2639.67
1020	2	7589336	0.053	1.651	0.059	1.016	630	659.00
1021	2	7592608	0.064	24.764	0.076	24.011	3272	3241.33
1022	2	7593213	0.053	12.822	0.065	12.161	605	597.67
1023	2	7593834	0.041	8.733	0.062	8.091	621	650.00
1024	2	7598004	0.072	7.196	0.07	6.53	4170	4135.00
