K	Dades	Ins Salts	Ins Temps	Cer Temps	Cer Temps T	Cer Temps !T	Salts REALS	Salts MITJANA
176	2	113967	0.024	6.302	0.05	5.689	592	548.33
177	2	114652	0.05	8.542	0.069	7.866	685	688.67
178	2	115431	0.034	11.537	0.069	10.919	779	744.00
179	2	116357	0.038	21.707	0.059	21.09	926	763.00
180	2	116954	0.036	1.469	0.054	0.87	597	590.33
181	2	117702	0.026	21.623	0.058	21.001	748	675.00
182	2	118395	0.036	11.403	0.061	10.78	693	614.33
183	2	119065	0.035	7.976	0.066	7.372	670	724.67
184	2	119595	0.024	6.324	0.046	5.701	530	654.33
185	2	120346	0.046	5.28	0.054	4.65	751	635.67
186	2	120947	0.025	4.552	0.068	3.933	601	596.00
187	2	121526	0.024	23	0.069	22.229	579	631.67
188	2	122112	0.037	6.506	0.059	5.891	586	609.33
189	2	122668	0.024	8.144	0.056	7.499	556	716.33
190	2	123246	0.034	3.211	0.063	2.621	578	618.00
191	2	123867	0.025	21.783	0.057	21.164	621	641.33
192	2	124597	0.05	2.852	0.068	2.246	730	662.67
193	2	125398	0.027	21.642	0.07	21.012	801	738.67
194	2	125938	0.044	11.528	0.06	10.896	540	564.00
195	2	126510	0.047	2.512	0.065	1.908	572	566.67
196	2	127453	0.028	6.254	0.067	5.644	943	797.67
197	2	128408	0.027	21.63	0.065	21.021	955	715.33
198	2	129025	0.049	4.554	0.041	3.929	617	637.33
199	2	129660	0.025	21.798	0.066	21.168	635	685.00
200	2	130157	0.047	1.359	0.066	0.752	497	502.67
201	2	130953	0.026	7.982	0.054	7.358	796	708.33
202	2	131562	0.025	11.439	0.063	10.828	609	770.00
203	2	132089	0.035	21.682	0.061	21.072	527	573.67
204	2	132720	0.036	2.855	0.054	2.241	631	668.00
205	2	133450	0.025	5.242	0.064	4.625	730	641.00
206	2	134022	0.025	11.502	0.063	10.91	572	619.67
207	2	134694	0.035	7.964	0.061	7.341	672	573.00
208	2	135275	0.025	6.313	0.069	5.681	581	572.33
209	2	135949	0.035	21.684	0.058	21.059	674	575.33
210	2	136715	0.05	1.853	0.063	1.249	766	646.67
211	2	137322	0.025	21.851	0.064	21.246	607	649.00
212	2	138062	0.036	6.296	0.065	5.685	740	599.67
213	2	138596	0.024	8.017	0.058	7.434	534	576.00
214	2	139234	0.05	11.426	0.064	10.812	638	594.67
215	2	139827	0.035	5.241	0.066	4.644	593	753.33
216	2	140448	0.024	2.856	0.067	2.244	621	554.00
217	2	141020	0.025	21.747	0.066	21.122	572	582.33
218	2	141655	0.05	11.486	0.079	10.847	635	618.67
219	2	142334	0.036	7.968	0.067	7.34	679	647.67
220	2	143101	0.026	2.204	0.055	1.579	767	665.00
221	2	143807	0.05	21.74	0.061	21.145	706	698.00
222	2	144304	0.034	4.56	0.061	3.963	497	601.00
223	2	145068	0.026	21.67	0.055	21.085	764	730.67
224	2	145749	0.049	6.264	0.05	5.659	681	630.67
225	2	146311	0.024	1.4	0.059	0.816	562	587.00
226	2	146864	0.024	11.627	0.057	11.015	553	612.33
227	2	147495	0.035	21.697	0.06	21.103	631	669.00
228	2	148159	0.047	2.858	0.064	2.237	664	589.00
229	2	148747	0.025	22.584	0.054	21.989	588	663.33
230	2	149350	0.036	3.224	0.066	2.603	603	623.67
231	2	149922	0.025	8.223	0.06	7.604	572	587.67
232	2	150739	0.036	6.292	0.054	5.688	817	647.00
233	2	151404	0.026	21.845	0.059	21.237	665	600.33
234	2	152250	0.037	4.589	0.059	3.993	846	696.33
235	2	152821	0.025	5.293	0.053	4.692	571	614.67
236	2	153499	0.049	6.381	0.067	5.772	678	701.67
237	2	154380	0.052	8.136	0.058	7.518	881	711.33
238	2	155122	0.027	11.647	0.069	11.024	742	692.33
239	2	155904	0.036	21.834	0.057	21.215	782	659.00
240	2	156611	0.035	1.469	0.056	0.849	707	562.67
241	2	157249	0.024	22.985	0.068	22.323	638	612.67
242	2	157793	0.034	11.625	0.068	11.001	544	582.33
243	2	158469	0.035	8.088	0.051	7.475	676	627.00
244	2	158969	0.024	6.456	0.059	5.818	500	608.00
245	2	159608	0.049	5.351	0.066	4.748	639	606.67
246	2	160124	0.024	4.715	0.061	4.1	516	618.33
247	2	160779	0.051	22.016	0.053	21.402	655	681.67
248	2	161531	0.05	6.332	0.056	5.718	752	656.67
249	2	162281	0.037	8.132	0.082	7.499	750	627.33
250	2	162750	0.043	1.212	0.056	0.606	469	443.33
251	2	163487	0.026	21.943	0.065	21.314	737	616.00
252	2	164046	0.034	2.92	0.066	2.311	559	569.00
253	2	164565	0.024	22.461	0.054	21.872	519	612.00
254	2	165340	0.039	11.968	0.059	11.336	775	755.33
255	2	165945	0.035	2.67	0.065	2.002	605	573.67
256	2	166473	0.024	6.501	0.064	5.843	528	679.67
257	2	167290	0.027	22.067	0.062	21.46	817	651.67
258	2	167993	0.049	4.722	0.062	4.053	703	726.00
259	2	168977	0.028	22.207	0.07	21.576	984	703.33
260	2	169650	0.048	2.185	0.07	1.579	673	658.67
261	2	170241	0.025	8.197	0.057	7.585	591	581.00
262	2	170906	0.049	11.758	0.085	11.11	665	653.33
263	2	171680	0.037	22.188	0.055	21.574	774	665.00
264	2	172323	0.049	2.863	0.055	2.251	643	555.67
265	2	173120	0.027	5.433	0.055	4.794	797	670.33
266	2	173735	0.025	11.619	0.063	10.992	615	690.00
267	2	174374	0.035	8.146	0.05	7.516	639	629.67
268	2	175011	0.025	6.725	0.074	6.048	637	624.33
269	2	175585	0.035	23.833	0.08	23.136	574	567.00
270	2	176254	0.049	2.009	0.056	1.337	669	640.00
271	2	176868	0.024	23.967	0.093	23.251	614	652.67
272	2	177487	0.034	6.337	0.075	5.723	619	650.00
273	2	178286	0.026	8.239	0.056	7.628	799	722.67
274	2	178753	0.031	14.277	0.087	13.529	467	653.33
275	2	179407	0.035	1.974	0.062	1.382	654	640.00
276	2	180065	0.025	3.074	0.069	2.434	658	668.67
277	2	180714	0.027	23.879	0.081	23.162	649	619.00
278	2	181243	0.042	12.54	0.083	11.877	529	568.00
279	2	181893	0.035	8.229	0.056	7.594	650	696.00
280	2	182466	0.023	2.289	0.06	1.659	573	571.67
281	2	183102	0.05	22.88	0.063	22.252	636	588.67
282	2	183713	0.035	4.641	0.055	4.049	611	659.67
283	2	184257	0.024	22.704	0.069	22.04	544	636.00
284	2	184694	0.044	6.513	0.059	5.89	437	581.67
285	2	185232	0.024	2.544	0.053	1.922	538	557.00
286	2	185865	0.024	11.998	0.071	11.349	633	604.33
287	2	186483	0.043	22.383	0.057	21.783	618	511.00
288	2	187113	0.035	2.866	0.056	2.264	630	646.33
289	2	187949	0.027	21.884	0.053	21.286	836	697.33
290	2	188671	0.05	3.209	0.05	2.61	722	674.00
291	2	189259	0.025	8.06	0.06	7.449	588	581.00
292	2	189743	0.047	6.292	0.052	5.681	484	546.67
293	2	190677	0.028	21.825	0.054	21.222	934	748.67
294	2	191238	0.048	4.58	0.065	3.967	561	572.33
295	2	191866	0.024	5.265	0.051	4.692	628	597.00
296	2	192502	0.025	6.345	0.057	5.735	636	578.67
297	2	192934	0.047	8.009	0.057	7.391	432	588.00
298	2	193562	0.024	11.541	0.068	10.92	628	682.67
299	2	194175	0.034	21.976	0.065	21.291	613	625.67
300	2	194630	0.045	1.22	0.07	0.606	455	424.33
301	2	195320	0.052	22.357	0.062	21.778	690	674.00
302	2	195936	0.04	11.735	0.062	11.081	616	592.33
303	2	196539	0.036	8.115	0.066	7.498	603	668.00
304	2	197258	0.037	6.472	0.057	5.845	719	583.67
305	2	197857	0.027	5.494	0.067	4.823	599	647.67
306	2	198468	0.035	4.656	0.058	4.057	611	614.67
307	2	199267	0.048	21.956	0.052	21.356	799	644.33
308	2	199975	0.035	6.326	0.054	5.715	708	617.00
309	2	200576	0.025	8.123	0.053	7.507	601	624.00
310	2	201226	0.049	3.212	0.062	2.61	650	608.67
311	2	201787	0.025	21.859	0.058	21.237	561	630.00
312	2	202394	0.035	2.89	0.061	2.286	607	560.67
313	2	203026	0.024	21.971	0.066	21.324	632	514.33
314	2	203691	0.046	11.728	0.071	11.095	665	748.33
315	2	204451	0.036	2.55	0.07	1.945	760	720.67
316	2	205180	0.026	6.376	0.067	5.758	729	597.33
317	2	206076	0.027	22.038	0.064	21.392	896	670.67
318	2	206771	0.035	4.613	0.063	3.983	695	715.33
319	2	207450	0.025	28.77	0.081	27.884	679	616.33
320	2	208069	0.042	2.786	0.074	1.989	619	577.00
321	2	208685	0.031	13.597	0.095	12.564	616	680.33
322	2	209391	0.037	14.855	0.086	14.081	706	671.33
323	2	209844	0.034	25.488	0.073	24.81	453	543.00
324	2	210442	0.025	3.245	0.059	2.57	598	675.67
325	2	211026	0.024	2.27	0.068	1.533	584	592.33
326	2	211709	0.027	11.805	0.073	11.174	683	629.67
327	2	212189	0.034	8.906	0.066	8.238	480	600.00
328	2	212908	0.026	6.525	0.061	5.889	719	714.67
329	2	213491	0.061	23.037	0.059	22.383	583	588.33
330	2	214112	0.035	1.864	0.061	1.245	621	559.67
331	2	214802	0.026	21.982	0.061	21.337	690	627.33
332	2	215366	0.047	6.31	0.068	5.698	564	535.67
333	2	216109	0.025	8.869	0.06	8.195	743	660.00
334	2	216649	0.048	12.244	0.076	11.573	540	614.00
335	2	217190	0.034	5.28	0.058	4.676	541	557.33
336	2	217710	0.023	2.872	0.064	2.266	520	584.00
337	2	218530	0.026	21.988	0.069	21.445	820	705.67
338	2	219151	0.05	11.659	0.061	11.038	621	698.33
339	2	219629	0.034	8.151	0.057	7.532	478	579.67
340	2	220273	0.024	2.213	0.054	1.582	644	598.00
341	2	220830	0.049	22.35	0.072	21.635	557	583.33
342	2	221513	0.036	4.615	0.05	3.989	683	646.00
343	2	222216	0.026	22.121	0.056	21.516	703	659.33
344	2	223019	0.041	6.533	0.056	5.892	803	725.33
345	2	223621	0.025	2.617	0.067	1.967	602	727.00
346	2	224222	0.025	11.859	0.063	11.23	601	604.67
347	2	224802	0.038	22.278	0.06	21.673	580	597.00
348	2	225469	0.035	2.957	0.065	2.338	667	634.33
349	2	226128	0.028	23.546	0.069	22.928	659	724.00
350	2	226781	0.036	1.572	0.063	0.939	653	603.67
351	2	227484	0.041	8.212	0.065	7.61	703	555.67
352	2	228042	0.025	6.609	0.05	5.976	558	550.33
353	2	228678	0.035	22.44	0.058	21.817	636	578.00
354	2	229349	0.036	4.674	0.056	4.052	671	667.67
355	2	230040	0.025	5.476	0.061	4.857	691	665.00
356	2	230675	0.035	6.502	0.057	5.89	635	620.67
357	2	231375	0.025	9.202	0.075	8.499	700	675.00
358	2	232133	0.032	15.156	0.088	14.311	758	782.33
359	2	232751	0.029	27.845	0.068	27.053	618	599.33
360	2	233266	0.034	1.864	0.082	1.109	515	565.67
361	2	233787	0.05	27.298	0.072	26.571	521	542.67
362	2	234468	0.031	14.015	0.071	13.292	681	630.33
363	2	235236	0.039	11.047	0.082	10.274	768	664.00
364	2	235931	0.043	7.261	0.066	6.565	695	633.00
365	2	236434	0.026	6.993	0.085	6.186	503	591.33
366	2	236973	0.039	5.939	0.075	5.172	539	684.00
367	2	237519	0.031	26.995	0.107	26.245	546	566.67
368	2	238103	0.031	7.776	0.079	7.039	584	574.67
369	2	238711	0.027	9.275	0.076	8.569	608	608.33
370	2	239310	0.027	3.917	0.083	3.13	599	613.67
371	2	239967	0.028	26.042	0.061	25.365	657	626.33
372	2	240655	0.038	3.473	0.086	2.701	688	603.67
373	2	241222	0.044	26.181	0.078	25.438	567	639.33
374	2	241796	0.026	14.257	0.072	13.53	574	726.33
375	2	242122	0.029	1.474	0.058	0.742	326	339.33
376	2	242729	0.027	7.505	0.069	6.777	607	573.67
377	2	243290	0.024	22.56	0.066	21.952	561	518.67
378	2	243775	0.033	4.629	0.053	4.007	485	672.33
379	2	244355	0.025	22.137	0.068	21.532	580	537.67
380	2	244907	0.062	2.209	0.049	1.579	552	549.67
381	2	245738	0.026	8.183	0.057	7.581	831	749.67
382	2	246381	0.036	11.77	0.076	11.15	643	838.00
383	2	247008	0.035	23.257	0.063	22.573	627	644.00
384	2	247729	0.039	3.827	0.083	3	721	682.67
385	2	248277	0.034	5.916	0.06	5.248	548	645.67
386	2	248927	0.044	13.348	0.066	12.636	650	631.67
387	2	249581	0.039	9.468	0.067	8.766	654	648.00
388	2	249969	0.029	8	0.074	7.22	388	581.33
389	2	250586	0.03	28.677	0.097	27.844	617	714.33
390	2	251105	0.052	2.526	0.084	1.663	519	537.67
391	2	251522	0.028	29.257	0.066	28.455	417	560.00
392	2	252275	0.062	8.264	0.066	7.467	753	676.67
393	2	252778	0.03	10.774	0.083	9.924	503	537.67
394	2	253541	0.036	13.14	0.06	12.421	763	632.67
395	2	254288	0.054	6.814	0.091	6.022	747	675.33
396	2	254995	0.028	3.219	0.07	2.553	707	656.00
397	2	255824	0.039	26.713	0.068	25.967	829	669.00
398	2	256399	0.028	14.294	0.091	13.558	575	589.00
399	2	257321	0.033	9.667	0.098	8.908	922	664.00
400	2	257926	0.028	1.521	0.061	0.855	605	531.33
401	2	258613	0.028	27.36	0.065	26.578	687	692.67
402	2	259307	0.028	5.039	0.075	4.384	694	678.67
403	2	259958	0.041	29.006	0.087	28.194	651	614.00
404	2	260674	0.03	7.741	0.075	7.01	716	707.33
405	2	261249	0.028	3.512	0.084	2.686	575	646.33
406	2	261828	0.061	14.207	0.068	13.485	579	592.67
407	2	262303	0.027	26.876	0.063	26.127	475	624.67
408	2	262944	0.028	3.673	0.091	2.877	641	637.00
409	2	263559	0.03	26.318	0.06	25.589	615	638.00
410	2	264195	0.028	3.567	0.076	2.91	636	683.00
411	2	264696	0.026	9.971	0.069	9.283	501	574.67
412	2	265316	0.039	7.725	0.067	6.976	620	658.33
413	2	266011	0.029	25.046	0.083	24.329	695	666.67
414	2	266568	0.036	4.692	0.062	4.062	557	627.00
415	2	267158	0.025	5.7	0.061	5.064	590	568.67
416	2	267711	0.034	7.427	0.093	6.753	553	653.67
417	2	268142	0.026	9.95	0.066	9.213	431	518.67
418	2	268679	0.044	13.202	0.062	12.481	537	552.33
419	2	269421	0.026	26.402	0.073	25.672	742	628.67
420	2	270063	0.028	1.664	0.061	0.996	642	562.67
421	2	270653	0.027	25.395	0.073	24.68	590	638.67
422	2	271350	0.028	13.747	0.076	13.027	697	710.00
423	2	272006	0.081	9.748	0.069	9.074	656	637.00
424	2	272692	0.028	7.864	0.081	7.045	686	606.33
425	2	273334	0.039	2.445	0.088	1.682	642	630.00
426	2	273838	0.027	5.374	0.061	4.658	504	596.00
427	2	274348	0.026	25.584	0.061	24.812	510	619.33
428	2	274997	0.028	7.655	0.063	6.887	649	576.33
429	2	275722	0.029	10.354	0.078	9.546	725	592.67
430	2	276366	0.042	5.24	0.113	4.023	644	707.33
431	2	277023	0.043	33.077	0.118	31.822	657	542.33
432	2	277768	0.042	5.945	0.141	4.454	745	655.33
433	2	278747	0.044	32.784	0.091	31.809	979	710.00
434	2	279315	0.035	16.215	0.089	15.364	568	584.00
435	2	279989	0.036	3.432	0.074	2.613	674	682.33
436	2	280651	0.035	8.98	0.101	8.058	662	610.33
437	2	281356	0.038	30.428	0.084	29.512	705	626.67
438	2	281999	0.037	6.327	0.089	5.475	643	611.33
439	2	282504	0.032	29.98	0.088	29.089	505	592.67
440	2	283040	0.057	2.565	0.063	1.849	536	587.00
441	2	283586	0.027	10.319	0.096	9.514	546	589.67
442	2	284205	0.037	14.943	0.088	14.136	619	640.67
443	2	284962	0.033	28.732	0.086	27.88	757	642.33
444	2	285563	0.033	3.725	0.071	2.93	601	559.33
445	2	286310	0.035	6.465	0.084	5.73	747	645.00
446	2	287024	0.028	13.604	0.083	12.911	714	721.00
447	2	287709	0.031	9.267	0.072	8.562	685	614.33
448	2	288275	0.028	7.136	0.076	6.474	566	581.67
449	2	288768	0.036	24.789	0.058	24.075	493	626.67
450	2	289358	0.026	1.79	0.083	0.97	590	523.00
451	2	289955	0.034	30.376	0.098	29.412	597	582.33
452	2	290489	0.026	7.214	0.068	6.51	534	602.33
453	2	291057	0.027	9.682	0.078	8.904	568	680.67
454	2	291705	0.029	13.568	0.086	12.85	648	619.00
455	2	292339	0.029	6.33	0.065	5.604	634	673.67
456	2	292917	0.036	3.337	0.067	2.652	578	527.33
457	2	293633	0.03	25.028	0.069	24.33	716	780.00
458	2	294168	0.027	12.953	0.058	12.298	535	653.67
459	2	294940	0.028	8.626	0.066	7.991	772	687.00
460	2	295653	0.027	2.331	0.059	1.689	713	679.33
461	2	296169	0.026	23.71	0.067	23.079	516	585.00
462	2	296800	0.026	4.796	0.075	4.151	631	632.00
463	2	297322	0.026	22.512	0.059	21.87	522	535.00
464	2	298251	0.028	6.387	0.067	5.782	929	631.00
465	2	298807	0.024	2.568	0.063	1.957	556	656.00
466	2	299375	0.024	12.819	0.064	12.114	568	626.67
467	2	299946	0.026	25.152	0.054	24.454	571	621.00
468	2	300648	0.027	3.201	0.059	2.512	702	630.00
469	2	301481	0.042	27.947	0.074	27.13	833	770.67
470	2	301974	0.032	4.234	0.073	3.423	493	565.00
471	2	302637	0.046	10.283	0.089	9.515	663	645.67
472	2	303210	0.035	8.776	0.081	7.937	573	632.67
473	2	303795	0.028	27.754	0.075	26.952	585	606.33
474	2	304664	0.031	5.562	0.086	4.816	869	708.00
475	2	305190	0.032	2.5	0.085	1.756	526	540.67
476	2	305859	0.029	7.989	0.073	7.259	669	659.00
477	2	306521	0.032	9.99	0.071	9.263	662	692.00
478	2	307188	0.028	14.899	0.084	14.104	667	621.33
479	2	307764	0.031	27.244	0.081	26.489	576	691.33
480	2	308381	0.03	1.956	0.066	1.129	617	531.00
481	2	309205	0.031	25.994	0.071	25.28	824	618.00
482	2	309800	0.028	12.901	0.067	12.207	595	547.00
483	2	310390	0.025	8.267	0.06	7.641	590	655.00
484	2	310915	0.024	7.072	0.089	6.41	525	773.33
485	2	311612	0.026	5.37	0.062	4.759	697	692.33
486	2	312208	0.024	4.991	0.06	4.345	596	684.33
487	2	313068	0.089	23.074	0.057	22.441	860	657.00
488	2	313716	0.055	6.798	0.055	6.154	648	693.67
489	2	314271	0.026	8.302	0.062	7.663	555	672.67
490	2	314972	0.026	3.423	0.067	2.75	701	609.67
491	2	315840	0.027	22.582	0.073	21.983	868	664.00
492	2	316457	0.026	2.995	0.056	2.357	617	610.00
493	2	317325	0.027	22.421	0.057	21.792	868	876.67
494	2	317839	0.024	11.705	0.051	11.085	514	644.33
495	2	318605	0.027	2.568	0.064	1.969	766	659.33
496	2	319306	0.025	6.448	0.056	5.847	701	669.00
497	2	319813	0.023	23.295	0.054	22.652	507	738.00
498	2	320519	0.026	4.715	0.062	4.123	706	620.67
499	2	321130	0.025	22.25	0.062	21.633	611	667.00
500	2	321398	0.031	1.185	0.061	0.577	268	269.67
501	2	322041	0.026	8.825	0.063	8.159	643	573.67
502	2	322616	0.024	11.694	0.064	11.067	575	577.67
503	2	323090	0.024	22.709	0.06	22.098	474	675.67
504	2	323633	0.025	2.897	0.071	2.272	543	527.67
505	2	324183	0.024	5.337	0.06	4.727	550	630.00
506	2	324667	0.023	11.934	0.058	11.335	484	637.67
507	2	325263	0.024	8.489	0.069	7.836	596	653.00
508	2	325773	0.024	6.502	0.049	5.904	510	730.00
509	2	326408	0.025	22.399	0.058	21.773	635	591.00
510	2	327066	0.025	1.825	0.064	1.177	658	607.33
511	2	327654	0.025	26.008	0.065	25.263	588	599.33
512	2	328167	0.026	7.136	0.064	6.487	513	653.33
513	2	328906	0.029	9.049	0.073	8.373	739	626.00
514	2	329789	0.03	12.904	0.076	12.32	883	677.33
515	2	330346	0.027	5.854	0.063	5.166	557	611.33
516	2	331046	0.029	3.175	0.079	2.509	700	688.33
517	2	331587	0.027	24.553	0.07	23.876	541	612.67
518	2	332837	0.033	12.991	0.064	12.326	1250	778.00
519	2	333571	0.029	9.252	0.064	8.568	734	652.00
520	2	334335	0.029	2.442	0.07	1.767	764	625.00
521	2	334834	0.026	25.056	0.07	24.348	499	605.67
522	2	335453	0.027	5.119	0.07	4.426	619	561.33
523	2	336033	0.028	24.063	0.069	23.403	580	582.67
524	2	336563	0.025	6.741	0.058	6.101	530	571.67
525	2	337094	0.025	1.452	0.066	0.821	531	566.67
526	2	337719	0.027	11.961	0.065	11.339	625	622.67
527	2	338237	0.024	22.442	0.064	21.804	518	616.67
528	2	338762	0.023	2.925	0.06	2.317	525	641.00
529	2	339605	0.027	22.522	0.068	21.892	843	717.67
530	2	340303	0.029	3.301	0.063	2.67	698	643.67
531	2	340964	0.026	8.243	0.064	7.598	661	720.00
532	2	341412	0.023	6.542	0.059	5.923	448	641.00
533	2	342008	0.026	22.375	0.057	21.732	596	602.33
534	2	342747	0.026	4.785	0.075	4.144	739	634.67
535	2	343461	0.026	5.491	0.059	4.867	714	710.67
536	2	344181	0.025	6.629	0.057	5.995	720	628.00
537	2	344869	0.026	8.677	0.057	8.051	688	718.00
538	2	345611	0.029	12.315	0.061	11.658	742	600.67
539	2	346365	0.027	24.122	0.063	23.462	754	651.67
540	2	347005	0.026	1.53	0.071	0.909	640	544.00
541	2	347673	0.027	22.453	0.055	21.835	668	535.67
542	2	348223	0.024	11.867	0.051	11.253	550	704.33
543	2	348849	0.025	8.267	0.06	7.659	626	626.67
544	2	349382	0.024	6.563	0.071	5.93	533	640.33
545	2	350008	0.024	5.392	0.065	4.734	626	649.67
546	2	350650	0.025	4.772	0.059	4.152	642	637.33
547	2	351305	0.026	22.476	0.059	21.868	655	738.00
548	2	351885	0.024	6.396	0.059	5.757	580	676.67
549	2	352502	0.025	8.323	0.07	7.717	617	627.00
550	2	353089	0.025	1.55	0.057	0.946	587	551.33
551	2	353698	0.025	22.5	0.068	21.913	609	639.33
552	2	354313	0.025	2.951	0.058	2.34	615	642.67
553	2	354891	0.025	22.508	0.062	21.897	578	701.33
554	2	355745	0.027	11.833	0.062	11.206	854	709.33
555	2	356299	0.025	2.551	0.06	1.964	554	553.33
556	2	356830	0.024	6.479	0.069	5.861	531	544.33
557	2	357466	0.025	22.492	0.075	21.874	636	672.00
558	2	358178	0.026	4.673	0.061	4.062	712	670.00
559	2	358746	0.023	22.338	0.069	21.726	568	664.00
560	2	359248	0.023	2.228	0.059	1.59	502	586.33
561	2	359787	0.023	8.248	0.068	7.61	539	644.67
562	2	360553	0.027	11.749	0.063	11.109	766	643.00
563	2	361049	0.024	22.305	0.059	21.696	496	735.00
564	2	361717	0.025	2.976	0.072	2.343	668	629.67
565	2	362340	0.025	5.381	0.056	4.806	623	557.33
566	2	362978	0.025	11.754	0.077	11.131	638	623.33
567	2	363630	0.025	8.214	0.062	7.581	652	721.33
568	2	364193	0.027	6.574	0.055	5.92	563	624.00
569	2	364850	0.026	25.244	0.062	24.545	657	694.00
570	2	365547	0.032	2.334	0.103	1.556	697	661.33
571	2	366267	0.032	26.553	0.1	25.809	720	622.33
572	2	366930	0.029	7.312	0.062	6.616	663	541.00
573	2	367537	0.028	9.901	0.074	9.206	607	668.33
574	2	368140	0.031	15.192	0.069	14.371	603	592.67
575	2	368875	0.033	2.632	0.083	1.837	735	665.33
576	2	369516	0.032	3.739	0.082	2.902	641	622.33
577	2	370148	0.032	29.355	0.088	28.5	632	575.67
578	2	370871	0.036	15.177	0.079	14.4	723	634.33
579	2	371736	0.035	10.96	0.088	10.143	865	689.67
580	2	372340	0.045	3.051	0.082	2.205	604	606.00
581	2	372957	0.031	28.913	0.08	28.096	617	597.67
582	2	373546	0.031	6.493	0.091	5.627	589	616.33
583	2	374090	0.03	26.316	0.059	25.576	544	543.33
584	2	374660	0.031	8.087	0.077	7.327	570	619.33
585	2	375268	0.028	3.236	0.1	2.475	608	579.67
586	2	375875	0.03	15.615	0.092	14.808	607	693.33
587	2	376469	0.036	29.536	0.079	28.674	594	597.67
588	2	377154	0.033	3.862	0.07	3.085	685	592.67
589	2	377796	0.033	28.911	0.077	28.068	642	729.00
590	2	378342	0.032	4.056	0.066	3.299	546	596.67
591	2	379204	0.033	10.604	0.083	9.819	862	735.00
592	2	379893	0.033	8.146	0.07	7.393	689	591.33
593	2	380604	0.031	25.343	0.072	24.656	711	614.33
594	2	381187	0.026	5.144	0.061	4.489	583	626.67
595	2	381799	0.027	5.94	0.062	5.258	612	563.67
596	2	382528	0.029	7.07	0.065	6.401	729	641.00
597	2	383165	0.028	9.024	0.066	8.346	637	593.33
598	2	383810	0.028	13.176	0.079	12.524	645	647.33
599	2	384329	0.027	24.58	0.082	23.891	519	587.00
600	2	384759	0.024	1.35	0.069	0.669	430	425.00
601	2	385240	0.026	24.526	0.064	23.859	481	566.67
602	2	385860	0.03	12.928	0.06	12.237	620	590.33
603	2	386555	0.028	9.046	0.07	8.378	695	638.33
604	2	387123	0.027	7.377	0.064	6.675	568	541.67
605	2	387773	0.029	5.886	0.074	5.224	650	752.00
606	2	388447	0.028	5.226	0.078	4.556	674	742.00
607	2	389266	0.03	25.375	0.058	24.664	819	657.00
608	2	389926	0.029	8.221	0.073	7.453	660	612.67
609	2	390404	0.031	10.773	0.078	9.975	478	579.33
610	2	391003	0.032	4.026	0.067	3.277	599	582.00
611	2	391561	0.027	28.423	0.07	27.572	558	617.33
612	2	392223	0.027	3.256	0.08	2.571	662	623.33
613	2	392773	0.035	27.061	0.083	26.313	550	561.33
614	2	393428	0.028	14.847	0.071	14.023	655	601.00
615	2	394055	0.028	2.806	0.06	2.103	627	618.00
616	2	394644	0.027	8.329	0.086	7.571	589	569.67
617	2	395263	0.027	27.385	0.072	26.667	619	545.33
618	2	395859	0.028	5.281	0.079	4.579	596	614.33
619	2	396681	0.029	26.688	0.065	25.939	822	693.33
620	2	397243	0.028	2.491	0.076	1.788	562	579.00
621	2	397851	0.029	8.852	0.084	8.131	608	701.67
622	2	398323	0.038	13.968	0.055	13.223	472	587.00
623	2	399032	0.032	27.549	0.077	26.774	709	641.67
624	2	399619	0.029	3.6	0.07	2.807	587	581.33
625	2	400229	0.029	1.472	0.072	0.793	610	580.33
626	2	400841	0.031	14.686	0.07	13.95	612	633.67
627	2	401433	0.031	9.799	0.084	9.065	592	675.67
628	2	402042	0.031	7.722	0.064	7.007	609	671.33
629	2	402551	0.031	27.872	0.081	27.095	509	622.33
630	2	403303	0.031	2.135	0.078	1.425	752	677.00
631	2	403955	0.03	25.727	0.062	25.009	652	641.33
632	2	404699	0.027	6.522	0.057	5.888	744	667.33
633	2	405341	0.027	8.291	0.055	7.668	642	619.33
634	2	406101	0.025	12.355	0.065	11.703	760	618.33
635	2	406732	0.028	6.204	0.054	5.515	631	634.00
636	2	407340	0.025	3.131	0.072	2.454	608	674.67
637	2	407942	0.026	23.463	0.053	22.824	602	587.00
638	2	408526	0.025	11.894	0.059	11.269	584	537.33
639	2	408989	0.023	8.394	0.055	7.782	463	520.67
640	2	409603	0.024	2.213	0.07	1.611	614	558.67
641	2	410200	0.025	22.518	0.07	21.904	597	599.67
642	2	410801	0.025	4.754	0.062	4.14	601	580.00
643	2	411562	0.027	23.477	0.06	22.84	761	649.00
644	2	412251	0.027	6.48	0.06	5.881	689	597.67
645	2	412915	0.026	2.717	0.064	2.081	664	674.33
646	2	413509	0.025	13.266	0.057	12.584	594	655.67
647	2	414122	0.032	29.269	0.094	28.463	613	565.00
648	2	414754	0.03	3.812	0.076	3.004	632	636.00
649	2	415401	0.038	29.111	0.073	28.307	647	637.67
650	2	415917	0.029	1.876	0.073	1.154	516	562.00
651	2	416442	0.029	10.415	0.095	9.599	525	583.67
652	2	417248	0.05	8.525	0.079	7.745	806	627.00
653	2	417864	0.036	27.351	0.073	26.625	616	579.00
654	2	418543	0.032	6.059	0.083	5.249	679	634.33
655	2	419087	0.043	7.313	0.095	6.429	544	598.00
